"","full_text","Handle","text"
"136","RT @JeremyDBoreing: Perhaps the greatest content @realDailyWire has ever released.","ben","RT  JeremyDBoreing  Perhaps the greatest content  realDailyWire has ever released "
"137","RT @wesyang: Yes, your moral intuitions about stopping the cognitive and physical development of children with chemical castration drugs ar…","ben","RT  wesyang  Yes  your moral intuitions about stopping the cognitive and physical development of children with chemical castration drugs ar "
"138","RT @yashar: 1. It's my birthday today and I only want one thing. 

I want these two women, Niloofar Hamedi and Elahe Mohammadi, to be famou…","ben","RT  yashar  1  It s my birthday today and I only want one thing  

I want these two women  Niloofar Hamedi and Elahe Mohammadi  to be famou "
"139","RT @BasedMikeLee: Some of the 12 Republicans who voted for the bill last week are responding to inquiries and concerns about the bill by sa…","ben","RT  BasedMikeLee  Some of the 12 Republicans who voted for the bill last week are responding to inquiries and concerns about the bill by sa "
"140","RT @BasedMikeLee: Their statement of support for the Lee Amendment (or even their willingness to demand a roll call vote and then vote for…","ben","RT  BasedMikeLee  Their statement of support for the Lee Amendment  or even their willingness to demand a roll call vote and then vote for "
"141","RT @BasedMikeLee: Champions of religious freedom worried about the Respect for Marriage Act need at least three of the 12 Senate Republican…","ben","RT  BasedMikeLee  Champions of religious freedom worried about the Respect for Marriage Act need at least three of the 12 Senate Republican "
"142","RT @TheAtlasSociety: Don't Follow the Herd -- Be of Independent Mind! #CSLewis #AynRand https://t.co/TSu3ZjiMhq","ben","RT  TheAtlasSociety  Don t Follow the Herd    Be of Independent Mind   CSLewis  AynRand "
"143","RT @crappingturds: can’t wait to see this https://t.co/TR2897sRQq","ben","RT  crappingturds  can t wait to see this "
"144","RT @jordanbpeterson: We'll see who cancels who...","ben","RT  jordanbpeterson  We ll see who cancels who   "
"145","RT @steveolsher: Next up for Podcast Magazine’s cover feature?

Not sure but, yes, we would put @jordanbpeterson on in a heartbeat. 

No se…","ben","RT  steveolsher  Next up for Podcast Magazine s cover feature 

Not sure but  yes  we would put  jordanbpeterson on in a heartbeat  

No se "
"146","RT @TheBabylonBee: New Disney CEO Promises To Make Child Grooming Slightly Less Obvious
https://t.co/8zp46OxnRi","ben","RT  TheBabylonBee  New Disney CEO Promises To Make Child Grooming Slightly Less Obvious
"
"147","RT @elonmusk: @EricRWeinstein It has been really bad. Far left San Francisco/Berkeley views have been propagated to the world via Twitter.…","ben","RT  elonmusk   EricRWeinstein It has been really bad  Far left San Francisco Berkeley views have been propagated to the world via Twitter  "
"148","RT @elonmusk: Found in closet at Twitter HQ fr 🤣🤣 https://t.co/3xSI3KvvHk","ben","RT  elonmusk  Found in closet at Twitter HQ fr  "
"149","RT @EsotericCD: A fine piece from @jimgeraghty on how Sam Bankman-Fried easily cultivated friends in DC and the media by using signifiers t…","ben","RT  EsotericCD  A fine piece from  jimgeraghty on how Sam Bankman Fried easily cultivated friends in DC and the media by using signifiers t "
"150","RT @wil_da_beast630: You simply can't come up with nonsensical ideas (""I am an enby wrong-skin""), demand people pretend to believe in them,…","ben","RT  wil da beast630  You simply can t come up with nonsensical ideas   I am an enby wrong skin    demand people pretend to believe in them  "
"151","Yesterday, the media said it was the Right's fault that a deranged person committed an act of evil. It turns out the person identifies as non-binary. So now, they blame the Right for bullying.

They care about the narrative. The facts don't matter, just targeting their opponents. https://t.co/T7eFxgdJRK","ben","Yesterday  the media said it was the Right s fault that a deranged person committed an act of evil  It turns out the person identifies as non binary  So now  they blame the Right for bullying 

They care about the narrative  The facts don t matter  just targeting their opponents  "
"152","RT @Jeff_Jacoby: The Biden WH, reversing the Trump policy that cut off funding, has sent hundreds of millions of dollars in aid to the Pale…","ben","RT  Jeff Jacoby  The Biden WH  reversing the Trump policy that cut off funding  has sent hundreds of millions of dollars in aid to the Pale "
"153","RT @wesyang: First installment of the series is here: https://t.co/LQ0V5u344S https://t.co/ccWYgZfxJw","ben","RT  wesyang  First installment of the series is here  "
"154","RT @steveolsher: So far, the number of people who have unsubscribed to #Podcast magazine since we chose to profile @benshapiro (read - feat…","ben","RT  steveolsher  So far  the number of people who have unsubscribed to  Podcast magazine since we chose to profile  benshapiro  read   feat "
"155","RT @DrBrianKeating: 7,999,999,999 people say “you first”

Earth Now Has 8 Billion Humans. This Man Wishes There Were None.  https://t.co/la…","ben","RT  DrBrianKeating  7 999 999 999 people say  you first 

Earth Now Has 8 Billion Humans  This Man Wishes There Were None   "
"156","RT @IAPolls2022: YouGov National Poll: Do you have a Favorable or Unfavorable opinion of...

Overall 
DeSantis: 49/37 (net +12)
Trump: 41/5…","ben","RT  IAPolls2022  YouGov National Poll  Do you have a Favorable or Unfavorable opinion of   

Overall 
DeSantis  49 37  net +12 
Trump  41 5 "
"157","If somebody pulls this sheet out during Thanksgiving dinner, you are fully justified in catapulting them into the nearest body of water https://t.co/qz3AP2LAa3","ben","If somebody pulls this sheet out during Thanksgiving dinner  you are fully justified in catapulting them into the nearest body of water "
"158","Just remember: in their hatred for Jews and Israel, Palestinian terrorists are perfectly willing to outright murder Arab citizens of Israel https://t.co/8ki7fW4hzg","ben","Just remember  in their hatred for Jews and Israel  Palestinian terrorists are perfectly willing to outright murder Arab citizens of Israel "
"159","RT @exjon: Homophobia's out, Gun Control's in. https://t.co/NQEa8PCM4z","ben","RT  exjon  Homophobia s out  Gun Control s in  "
"160","RT @ComfortablySmug: Can we get an update?

The misinformation police on Twitter yet again the first to push misinformation https://t.co/qD…","ben","RT  ComfortablySmug  Can we get an update 

The misinformation police on Twitter yet again the first to push misinformation "
"161","RT @NateSilver538: Meanwhile, *his* prediction before the midterms was 
a Twitter implosion ""could make getting reliable information on thi…","ben","RT  NateSilver538  Meanwhile   his  prediction before the midterms was 
a Twitter implosion  could make getting reliable information on thi "
"162","RT @SethAMandel: We still want to have that discussion about 'stochastic terrorism' today or","ben","RT  SethAMandel  We still want to have that discussion about  stochastic terrorism  today or"
"163","RT @realchrisrufo: Here's how the NYT framed it. False, reckless, unhinged speculation to advance a smear campaign.
https://t.co/74nTVC1r1D…","ben","RT  realchrisrufo  Here s how the NYT framed it  False  reckless  unhinged speculation to advance a smear campaign 
"
"164","And you can't read this article in isolation: WaPo is also doing actijournalisming by pressuring advertisers to drop Twitter and cheering those who do. https://t.co/ZMfAMqQfHC","ben","And you can t read this article in isolation  WaPo is also doing actijournalisming by pressuring advertisers to drop Twitter and cheering those who do  "
"165","Guys, did you know that the Trust and Safety team was ""known for examining every question from every angle before taking action""? How could Musk strip Twitter of this magical, omniscient power in favor of his ""erratic"" system of making decisions for which he is accountable? https://t.co/xGu04J0OxU","ben","Guys  did you know that the Trust and Safety team was  known for examining every question from every angle before taking action   How could Musk strip Twitter of this magical  omniscient power in favor of his  erratic  system of making decisions for which he is accountable  "
"166","This article is pure anti-@elonmusk propaganda laundered by disgruntled ex-employees through the Left-wing journalismers at the WaPo https://t.co/4msMquAN5J","ben","This article is pure anti  elonmusk propaganda laundered by disgruntled ex employees through the Left wing journalismers at the WaPo "
"167","RT @DYShor: The PA still pays stipends to Palestinian terrorists. 

They actively encourage these attacks.","ben","RT  DYShor  The PA still pays stipends to Palestinian terrorists  

They actively encourage these attacks "
"168","RT @NoahCRothman: ""For the old Puritan, it wasn’t the holiday itself that was the threat so much as the revelry and impious thoughts that t…","ben","RT  NoahCRothman   For the old Puritan  it wasn t the holiday itself that was the threat so much as the revelry and impious thoughts that t "
"169","RT @jtLOL: They approved the ad, though.","ben","RT  jtLOL  They approved the ad  though "
"170","RT @jessesingal: Ben Collins said ""There are five dead people in a strip mall, because that was the only place they felt safe as gay or tra…","ben","RT  jessesingal  Ben Collins said  There are five dead people in a strip mall  because that was the only place they felt safe as gay or tra "
"171","RT @MBrassenstein: ""Now shut up &amp; eat your Ramen!""","ben","RT  MBrassenstein   Now shut up  amp  eat your Ramen  "
"172","RT @sshaf91: @benshapiro Or…CELEBRATED","ben","RT  sshaf91   benshapiro Or CELEBRATED"
