"","full_text","Handle","text"
"94","Trump lectured us about   how “the mob takes the fifth amendment”. After ducking questions about his finances he took the fifth over and over. So by his own definition he’s clearly a mob boss. Anyone who did his dirty work is shaking today.","barbara","Trump lectured us about   how  the mob takes the fifth amendment   After ducking questions about his finances he took the fifth over and over  So by his own definition he s clearly a mob boss  Anyone who did his dirty work is shaking today "
"95","It’s a crime to take government documents as they belong to the American people not to any one individual. Many have been found guilty of this crime including a high level Clinton appointee. Earth to a former President: nobody is above the law. This is not a third world nation.","barbara","It s a crime to take government documents as they belong to the American people not to any one individual  Many have been found guilty of this crime including a high level Clinton appointee  Earth to a former President  nobody is above the law  This is not a third world nation "
"96","Democrats fight and deliver for jobs, healthcare, the planet. Republicans deliver on voter suppression, government takeover of our private choices and silence in the face of bigotry.#votebluein2022","barbara","Democrats fight and deliver for jobs  healthcare  the planet  Republicans deliver on voter suppression  government takeover of our private choices and silence in the face of bigotry  votebluein2022"
"97","Senator Josh Hawley voted against Finland and Sweden joining NATO throwing him into the arms of Vladimir Putin. The next time he runs away from insurrectionists he should run straight to  Moscow.","barbara","Senator Josh Hawley voted against Finland and Sweden joining NATO throwing him into the arms of Vladimir Putin  The next time he runs away from insurrectionists he should run straight to  Moscow "
"98","“NO” wins in Kansas..as in NO you cannot take away our rights and NO you cannot disrespect us and take us back. Now let’s vote NO against those Republicans NO nothings.@voteblue","barbara"," NO  wins in Kansas  as in NO you cannot take away our rights and NO you cannot disrespect us and take us back  Now let s vote NO against those Republicans NO nothings  voteblue"
"99","All eyes on Kansas today. If you believe in respect and freedom vote no!","barbara","All eyes on Kansas today  If you believe in respect and freedom vote no "
"100","RIP Bill Russell. When we lose a civil rights hero we all need to step it up.","barbara","RIP Bill Russell  When we lose a civil rights hero we all need to step it up "
"101","You can’t have a Republican scandal without a Republican massive coverup. To all who know the truth: speak now and remember it wasn’t Nixon who went to jail.  It was those around him.","barbara","You can t have a Republican scandal without a Republican massive coverup  To all who know the truth  speak now and remember it wasn t Nixon who went to jail   It was those around him "
"102","The “supremely” nasty author of the dangerous overturning of Roe arrogantly makes political jokes about it. His ruling is already leading to chaos as ten year old girls now have to fight the abuse Alito has caused.","barbara","The  supremely  nasty author of the dangerous overturning of Roe arrogantly makes political jokes about it  His ruling is already leading to chaos as ten year old girls now have to fight the abuse Alito has caused "
"103","Off the rails Republicans are investigating a doctor who saved a TEN year old raped child from a forced birth. The doctor should be thanked and child abusing Republicans should be investigated! @voteblue","barbara","Off the rails Republicans are investigating a doctor who saved a TEN year old raped child from a forced birth  The doctor should be thanked and child abusing Republicans should be investigated   voteblue"
"104","Marco Rubio says it’s a “waste of time” to protect same sex marriage. I think it’s a waste of time to support him. He also believes women should have their health care decided by guys like him. Ugh!
Vote blue.","barbara","Marco Rubio says it s a  waste of time  to protect same sex marriage  I think it s a waste of time to support him  He also believes women should have their health care decided by guys like him  Ugh 
Vote blue "
"105","RT @IssuesOn1: Tonight's #January6thHearing chronicled the timeline of former Pres. Trump's actions during and after the #CapitolInsurrecti…","barbara","RT  IssuesOn1  Tonight s  January6thHearing chronicled the timeline of former Pres  Trump s actions during and after the  CapitolInsurrecti "
"106","Trump said “I alone can fix it”. He never fixed a thing but “he alone” with his right wing militia friends came close to breaking our democracy. Three hours of mayhem and death is his legacy.","barbara","Trump said  I alone can fix it   He never fixed a thing but  he alone  with his right wing militia friends came close to breaking our democracy  Three hours of mayhem and death is his legacy "
"107","Republicans are a clear threat to women and girls even pressing charges against a doctor who rescued a ten year old from forced birth after rape. Vote no on the forced birth party.","barbara","Republicans are a clear threat to women and girls even pressing charges against a doctor who rescued a ten year old from forced birth after rape  Vote no on the forced birth party "
"108","Doctors take an oath to “do no harm”. Thank you to the brave Doc who came to the rescue of a ten year old. I believe Republicans took an oath to “do harm”. No other way to explain their attacks on women and girls. Vote blue.","barbara","Doctors take an oath to  do no harm   Thank you to the brave Doc who came to the rescue of a ten year old  I believe Republicans took an oath to  do harm   No other way to explain their attacks on women and girls  Vote blue "
"109","Republicans want to stop us from traveling to get badly needed healthcare even for victims of rape or incest. Republicans are suing @potus who is ensuring health care to pregnant women in need of emergency care. No wonder Republican color is red. Blood on their hands. Vote blue.","barbara","Republicans want to stop us from traveling to get badly needed healthcare even for victims of rape or incest  Republicans are suing  potus who is ensuring health care to pregnant women in need of emergency care  No wonder Republican color is red  Blood on their hands  Vote blue "
"110","Texas Governor must really hate women. He opposes saving a pregnant woman if she needs an emergency life saving procedure. People of Texas @BetoORourke vote Abbott out!","barbara","Texas Governor must really hate women  He opposes saving a pregnant woman if she needs an emergency life saving procedure  People of Texas  BetoORourke vote Abbott out "
